,Date,Government Agency,Fund,Contractor,Procurement Method,Jamaican Equivalent,Funding Agency
4810,2005-04-27,National Works Agency,GOJ,Dwight's Construction Limited,SURREY PAVING & AGGREGATE CO. LTD,14922112.0,GOJ Funding
4811,2005-04-20,Ministry of Health,GOJ,Arel Limited,SURREY PAVING & AGGREGATE CO. LTD,11608608.69,GOJ Funding
4812,2005-04-20,Caribbean Engineering Corporation Limited,GOJ,Laidmar Irrigation Company Limited,SURREY PAVING & AGGREGATE CO. LTD,11402250.0,GOJ Funding
4813,2005-04-20,"Ministry of Local Government, Community Development & Sport",GOJ,Alcar Construction & Haulage Co. Limited,SURREY PAVING & AGGREGATE CO. LTD,4055050.0,GOJ Funding
4814,2005-04-13,National Works Agency,GOJ,Build Rite Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,129288120.0,GOJ Funding
4815,2005-04-13,National Works Agency,GOJ,Build Rite Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,124960120.0,GOJ Funding
4816,2005-04-13,National Works Agency,GOJ,Alcar Construction & Haulage Company Limited,SURREY PAVING & AGGREGATE CO. LTD,99236495.0,GOJ Funding
4817,2005-04-13,National Works Agency,GOJ,Alcar Construction & Haulage Company Limited,SURREY PAVING & AGGREGATE CO. LTD,139083607.4,GOJ Funding
4818,2005-04-13,National Works Agency,GOJ,Alcar Construction & Haulage Company Limited,SURREY PAVING & AGGREGATE CO. LTD,130697110.0,GOJ Funding
4819,2005-04-13,National Works Agency,GOJ,Build Rite Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,103886200.0,GOJ Funding
4820,2005-04-13,National Works Agency,GOJ,Ian Johnson Equipment Rental & Construction Co.,SURREY PAVING & AGGREGATE CO. LTD,80850120.0,GOJ Funding
4821,2005-04-13,National Works Agency,GOJ,Ian Johnson Equipment Rental & Construction Co.,SURREY PAVING & AGGREGATE CO. LTD,73133845.0,GOJ Funding
4822,2005-04-13,National Works Agency,GOJ,D.R. Foote Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,49581822.5,GOJ Funding
4823,2005-04-13,National Works Agency,GOJ,D.R. Foote Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,73654510.0,GOJ Funding
4824,2005-04-13,National Water Commission,GOJ,Fabric Consultants Limited,SURREY PAVING & AGGREGATE CO. LTD,13790553.0,GOJ Funding
4825,2005-04-13,National Water Commission,GOJ,Sun Island Jamaica Limited,SURREY PAVING & AGGREGATE CO. LTD,778138.0,GOJ Funding
4826,2005-04-13,National Water Commission,GOJ,Satisfaction 2000 Limited,SURREY PAVING & AGGREGATE CO. LTD,1099068.3,GOJ Funding
4827,2005-04-13,National Water Commission,GOJ,L.P. Azar Limited,SURREY PAVING & AGGREGATE CO. LTD,5628915.0,GOJ Funding
4828,2005-04-13,National Water Commission,GOJ,Caromax Enterprises Limited,SURREY PAVING & AGGREGATE CO. LTD,2466750.0,GOJ Funding
4829,2005-04-13,"Cabinet Office, Public Sector Reform Unit",GOJ,P.A. Consulting Group,SURREY PAVING & AGGREGATE CO. LTD,9340819.2,GOJ Funding
4830,2005-04-06,HEART Trust /National Training Agency,GOJ,Prime Development Limited,SURREY PAVING & AGGREGATE CO. LTD,169572721.9,GOJ Funding
4831,2005-04-06,"Ministry of Local Government, Community Development & Sport",GOJ,SWC Woodwork & Construction,SURREY PAVING & AGGREGATE CO. LTD,1230400.0,GOJ Funding
4832,2005-04-06,"Ministry of Local Government, Community Development & Sport",GOJ,Construction Solution Limited,SURREY PAVING & AGGREGATE CO. LTD,3889000.0,GOJ Funding
4833,2005-04-06,Development Bank of Jamaica Limited,GOJ,Allied Insurance Brokers,SURREY PAVING & AGGREGATE CO. LTD,7062243.0,GOJ Funding
4834,2005-03-23,"Ministry of Education, Youth and Culture",GOJ,W.G. Walters Construction,SURREY PAVING & AGGREGATE CO. LTD,8.86,GOJ Funding
4835,2005-03-23,Financial Services Commission,GOJ,International Business and Technical Consultants Incorporated,SURREY PAVING & AGGREGATE CO. LTD,8605840.32,GOJ Funding
4836,2005-03-23,"Ministry of Commerce, Science and Technology",GOJ,Illuminat Jamaica Limited,SURREY PAVING & AGGREGATE CO. LTD,5295916.37,GOJ Funding
4837,2005-03-23,Jamaica Bauxite Mining Limited,GOJ,"Fraser, Fontaine & Kong Limited",SURREY PAVING & AGGREGATE CO. LTD,6368302.0,GOJ Funding
4838,2005-03-23,National Works Agency,GOJ,Build-Rite Construction Co. Ltd.,SURREY PAVING & AGGREGATE CO. LTD,7195400.0,GOJ Funding
4839,2005-03-23,National Works Agency,GOJ,Asphalting Specialists Limited,SURREY PAVING & AGGREGATE CO. LTD,21748364.61,GOJ Funding
4840,2005-03-23,Ministry of Finance and Planning,GOJ,Thomas Hamilton and Associates,SURREY PAVING & AGGREGATE CO. LTD,6352214.72,GOJ Funding
4841,2005-03-23,Ministry of Labour and Social Security,GOJ,Garan-Tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,33736160.0,GOJ Funding
4842,2005-03-23,Port Authority of Jamaica,GOJ,Deryck A. Gibson Limited,SURREY PAVING & AGGREGATE CO. LTD,48788941.68,GOJ Funding
4843,2005-03-16,Jamaica Constabulary Force,GOJ,Business Management Limited,SURREY PAVING & AGGREGATE CO. LTD,8654382.48,GOJ Funding
4844,2005-03-16,Urban Development Corporation,GOJ,Bacchus Engineering,SURREY PAVING & AGGREGATE CO. LTD,15791385.1,GOJ Funding
4845,2005-03-09,Electoral Office of Jamaica,GOJ,Cogent Systems Inc,SURREY PAVING & AGGREGATE CO. LTD,6798300.0,GOJ Funding
4846,2005-03-08,National Water Commission,GOJ,SOGEA SATOM,SURREY PAVING & AGGREGATE CO. LTD,172087200.0,GOJ Funding
4847,2005-03-08,"Ministry of Education, Youth and Culture",GOJ,MANAGEMENT CONTROL SYSTEMS LIMITED,SURREY PAVING & AGGREGATE CO. LTD,24055200.0,GOJ Funding
4848,2005-03-02,Petrojam Limited,GOJ,Sigma Risk Management Inc.,SURREY PAVING & AGGREGATE CO. LTD,5528070.0,GOJ Funding
4849,2005-03-02,Jamaica Social Investment Fund,GOJ,Contraxx Enterprises Limited,SURREY PAVING & AGGREGATE CO. LTD,4622800.0,GOJ Funding
4850,2005-02-23,Jamaica Social Investment Fund,GOJ,Garan-Tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,4071195.0,GOJ Funding
4851,2005-02-23,Jamaica Social Investment Fund,GOJ,W.A. Reid Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,6087266.01,GOJ Funding
4852,2005-02-23,Jamaica Social Investment Fund,GOJ,Garan-Tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,4287287.4,GOJ Funding
4853,2005-02-23,Jamaica Social Investment Fund,GOJ,W.A. Reid Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,6253906.51,GOJ Funding
4854,2005-02-23,Jamaica Social Investment Fund,GOJ,Garan-Tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,5897547.75,GOJ Funding
4855,2005-02-23,Jamaica Social Investment Fund,GOJ,D. Bisasor & Associates Limited,SURREY PAVING & AGGREGATE CO. LTD,11505419.0,GOJ Funding
4856,2005-02-23,Jamaica Social Investment Fund,GOJ,Garan-Tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,7899499.4,GOJ Funding
4857,2005-02-23,Jamaica Social Investment Fund,GOJ,Terracon Engineers Limited,SURREY PAVING & AGGREGATE CO. LTD,9989970.0,GOJ Funding
4858,2005-02-23,National Works Agency,GOJ,WSP Flood Rehabilitation Programme,SURREY PAVING & AGGREGATE CO. LTD,43165210.0,GOJ Funding
4859,2005-02-23,Bank of Jamaica,GOJ,Marathon Insurance Brokers Limited,SURREY PAVING & AGGREGATE CO. LTD,17458768.0,GOJ Funding
4860,2005-02-23,Ministry of Finance and Planning,GOJ,Fujitsu Transaction Solutions,SURREY PAVING & AGGREGATE CO. LTD,7235795.3,GOJ Funding
4861,2005-02-23,The Electoral Office of Jamaica,GOJ,IBM World Trade Corporation,SURREY PAVING & AGGREGATE CO. LTD,16554000.0,GOJ Funding
4862,2005-02-23,Financial Services commission,GOJ,Gowlings LaFleur Henderson,SURREY PAVING & AGGREGATE CO. LTD,8682586.0,GOJ Funding
4863,2005-02-16,Overseas Examinations Office,GOJ,Lesmack Engineers Limited,SURREY PAVING & AGGREGATE CO. LTD,20574093.59,GOJ Funding
4864,2005-02-16,Overseas Examinations Office,GOJ,Arel Limited,SURREY PAVING & AGGREGATE CO. LTD,11589586.84,GOJ Funding
4865,2005-02-16,National Water Commission,GOJ,Frederick Rodriques and Associates Limited,SURREY PAVING & AGGREGATE CO. LTD,7223255.0,GOJ Funding
4866,2005-02-16,National Housing Trust,GOJ,Tank-Weld Limited,SURREY PAVING & AGGREGATE CO. LTD,11110410.63,GOJ Funding
4867,2005-02-16,Cabinet Office/Public Sector Reform Unit,GOJ,Atos Consulting Limited,SURREY PAVING & AGGREGATE CO. LTD,43037324.55,GOJ Funding
4868,2005-02-16,Financial Services Commission,GOJ,D.M. MacPherson and Associates Inc.,SURREY PAVING & AGGREGATE CO. LTD,5635630.0,GOJ Funding
4869,2005-02-16,National Sugar Company Limited,GOJ,Marathon Insurance Brokers Limited,SURREY PAVING & AGGREGATE CO. LTD,6860418.0,GOJ Funding
4870,2005-02-16,Western Regional Health Authority,GOJ,Inter-Commercial Distributors Limited,SURREY PAVING & AGGREGATE CO. LTD,36040417.74,GOJ Funding
4871,2005-02-16,Western Regional Health Authority,GOJ,Guardsman Limited,SURREY PAVING & AGGREGATE CO. LTD,15589080.0,GOJ Funding
4872,2005-02-02,Health Corporation Limited,GOJ,Facey Commodity Company Ltd.,SURREY PAVING & AGGREGATE CO. LTD,79598967.22,GOJ Funding
4873,2005-02-02,Health Corporation Limited,GOJ,Apotex Inc,SURREY PAVING & AGGREGATE CO. LTD,76478674.0,GOJ Funding
4874,2005-02-02,Health Corporation Limited,GOJ,Lasco Distributors Limited,SURREY PAVING & AGGREGATE CO. LTD,73666.01,GOJ Funding
4875,2005-02-02,Health Corporation Limited,GOJ,Masters International (UK) Limited,SURREY PAVING & AGGREGATE CO. LTD,69697806.54,GOJ Funding
4876,2005-02-02,Health Corporation Limited,GOJ,GlaxoSmithKline,SURREY PAVING & AGGREGATE CO. LTD,55773822.36,GOJ Funding
4877,2005-02-02,Health Corporation Limited,GOJ,Medimpex W.I. Limited,SURREY PAVING & AGGREGATE CO. LTD,44995756.0,GOJ Funding
4878,2005-02-02,Health Corporation Limited,GOJ,TS Medical International LLC,SURREY PAVING & AGGREGATE CO. LTD,43993774.0,GOJ Funding
4879,2005-02-02,Health Corporation Limited,GOJ,Baxter Sales and Distribution,SURREY PAVING & AGGREGATE CO. LTD,40285895.0,GOJ Funding
4880,2005-02-02,Health Corporation Limited,GOJ,Remedica Limited,SURREY PAVING & AGGREGATE CO. LTD,36183696.0,GOJ Funding
4881,2005-02-02,Health Corporation Limited,GOJ,Biochemic West Indies,SURREY PAVING & AGGREGATE CO. LTD,32091820.0,GOJ Funding
4882,2005-02-02,Health Corporation Limited,GOJ,Novo Nordisk,SURREY PAVING & AGGREGATE CO. LTD,24552000.0,GOJ Funding
4883,2005-02-02,Health Corporation Limited,GOJ,Eli Lilly Exports,SURREY PAVING & AGGREGATE CO. LTD,24184960.0,GOJ Funding
4884,2005-02-02,Health Corporation Limited,GOJ,Lascelles Laboratories,SURREY PAVING & AGGREGATE CO. LTD,21607083.0,GOJ Funding
4885,2005-02-02,Health Corporation Limited,GOJ,Abbott International,SURREY PAVING & AGGREGATE CO. LTD,20028442.8,GOJ Funding
4886,2005-02-02,Health Corporation Limited,GOJ,Aventis Pharma,SURREY PAVING & AGGREGATE CO. LTD,17619098.0,GOJ Funding
4887,2005-02-02,Health Corporation Limited,GOJ,Schering Las Americas,SURREY PAVING & AGGREGATE CO. LTD,16741550.0,GOJ Funding
4888,2005-02-02,Health Corporation Limited,GOJ,Ranbaxy Laboratories,SURREY PAVING & AGGREGATE CO. LTD,16542666.4,GOJ Funding
4889,2005-02-02,Health Corporation Limited,GOJ,Astra Zeneca,SURREY PAVING & AGGREGATE CO. LTD,13999184.6,GOJ Funding
4890,2005-02-02,Health Corporation Limited,GOJ,Bristol Myers Squibb,SURREY PAVING & AGGREGATE CO. LTD,13585471.0,GOJ Funding
4891,2005-02-02,Health Corporation Limited,GOJ,Novocol Pharm.,SURREY PAVING & AGGREGATE CO. LTD,11316240.0,GOJ Funding
4892,2005-02-02,Health Corporation Limited,GOJ,Mac's Pharmaceutical,SURREY PAVING & AGGREGATE CO. LTD,10494101.4,GOJ Funding
4893,2005-02-02,Health Corporation Limited,GOJ,Health 2000,SURREY PAVING & AGGREGATE CO. LTD,9491297.4,GOJ Funding
4894,2005-02-02,Health Corporation Limited,GOJ,Servier Caribbean Limited,SURREY PAVING & AGGREGATE CO. LTD,8939284.0,GOJ Funding
4895,2005-02-02,Health Corporation Limited,GOJ,Renal Dynamics of N. America,SURREY PAVING & AGGREGATE CO. LTD,8509500.0,GOJ Funding
4896,2005-02-02,Health Corporation Limited,GOJ,Sanofi Synth Labs,SURREY PAVING & AGGREGATE CO. LTD,6634911.4,GOJ Funding
4897,2005-02-02,Health Corporation Limited,GOJ,Novartis Pharma,SURREY PAVING & AGGREGATE CO. LTD,6412154.08,GOJ Funding
4898,2005-02-02,Health Corporation Limited,GOJ,Nicholas Piramal India Limited,SURREY PAVING & AGGREGATE CO. LTD,5914800.0,GOJ Funding
4899,2005-02-02,Health Corporation Limited,GOJ,Supreme Chemicals,SURREY PAVING & AGGREGATE CO. LTD,5687849.0,GOJ Funding
4900,2005-02-02,Health Corporation Limited,GOJ,Disposables Limited,SURREY PAVING & AGGREGATE CO. LTD,5627740.0,GOJ Funding
4901,2005-02-02,Health Corporation Limited,GOJ,Carlisle Laboratories,SURREY PAVING & AGGREGATE CO. LTD,4924175.16,GOJ Funding
4902,2005-02-02,Health Corporation Limited,GOJ,Roche Diagnostics,SURREY PAVING & AGGREGATE CO. LTD,4749005.94,GOJ Funding
4903,2005-02-02,Health Corporation Limited,GOJ,Puerto Rico Pharm.,SURREY PAVING & AGGREGATE CO. LTD,4509904.8,GOJ Funding
4904,2005-02-02,Health Corporation Limited,GOJ,Wyeth Pharceuticals,SURREY PAVING & AGGREGATE CO. LTD,4394622.0,GOJ Funding
4905,2005-02-02,Health Corporation Limited,GOJ,Dr. Reddy's Laboratories,SURREY PAVING & AGGREGATE CO. LTD,4192841.76,GOJ Funding
4906,2005-02-02,Health Corporation Limited,GOJ,Medi-Grace Limited,SURREY PAVING & AGGREGATE CO. LTD,4106818.0,GOJ Funding
4907,2005-02-02,Health Corporation Limited,GOJ,Pharmaco Industries Ltd.,SURREY PAVING & AGGREGATE CO. LTD,33788760.0,GOJ Funding
4908,2005-02-02,Health Corporation Limited,GOJ,Shanghai Medicines,SURREY PAVING & AGGREGATE CO. LTD,26313018.24,GOJ Funding
4909,2005-02-02,Health Corporation Limited,GOJ,Shanghai Changjun Import,SURREY PAVING & AGGREGATE CO. LTD,21844810.92,GOJ Funding
4910,2005-02-02,Health Corporation Limited,GOJ,WRP Asia Pacific SDN,SURREY PAVING & AGGREGATE CO. LTD,20377316.8,GOJ Funding
4911,2005-02-02,Health Corporation Limited,GOJ,Renal Dynamics of N. America,SURREY PAVING & AGGREGATE CO. LTD,13565352.0,GOJ Funding
4912,2005-02-02,Health Corporation Limited,GOJ,Ansell,SURREY PAVING & AGGREGATE CO. LTD,13343144.0,GOJ Funding
4913,2005-02-02,Health Corporation Limited,GOJ,Optimum Trading Limited,SURREY PAVING & AGGREGATE CO. LTD,9646257.6,GOJ Funding
4914,2005-02-02,Health Corporation Limited,GOJ,GST Corporation,SURREY PAVING & AGGREGATE CO. LTD,8009780.0,GOJ Funding
4915,2005-02-02,Health Corporation Limited,GOJ,URGO Labs.,SURREY PAVING & AGGREGATE CO. LTD,6765192.0,GOJ Funding
4916,2005-02-02,Health Corporation Limited,GOJ,Ethnor Del Istmo/J&J,SURREY PAVING & AGGREGATE CO. LTD,6201860.0,GOJ Funding
4917,2005-02-02,Health Corporation Limited,GOJ,American Hospital Supplies,SURREY PAVING & AGGREGATE CO. LTD,6097204.0,GOJ Funding
4918,2005-02-02,Health Corporation Limited,GOJ,Boin Medica,SURREY PAVING & AGGREGATE CO. LTD,5878840.0,GOJ Funding
4919,2005-02-02,Health Corporation Limited,GOJ,Troge Medical GMBH,SURREY PAVING & AGGREGATE CO. LTD,5351778.0,GOJ Funding
4920,2005-02-02,Health Corporation Limited,GOJ,A.A. Lasquis,SURREY PAVING & AGGREGATE CO. LTD,5234536.0,GOJ Funding
4921,2005-02-02,Southern Regional Health Authority,GOJ,Milestone Environmental Limited,SURREY PAVING & AGGREGATE CO. LTD,50062428.0,GOJ Funding
4922,2005-02-02,Southern Regional Health Authority,GOJ,Lamasa Limited,SURREY PAVING & AGGREGATE CO. LTD,74069244.0,GOJ Funding
4923,2005-02-02,National Water Commission (NWC),GOJ,Atlas Armoured Services Limited,SURREY PAVING & AGGREGATE CO. LTD,3579985.45,GOJ Funding
4924,2005-02-02,National Water Commission (NWC),GOJ,Crime Prevention Armoured Services,SURREY PAVING & AGGREGATE CO. LTD,12272896.25,GOJ Funding
4925,2005-02-02,Overseas Examinations Office,GOJ,McGregor & Levy Limited,SURREY PAVING & AGGREGATE CO. LTD,12000000.0,GOJ Funding
4926,2005-01-26,Bank of Jamaica,GOJ,First Life Insurance Company,SURREY PAVING & AGGREGATE CO. LTD,42616142.0,GOJ Funding
4927,2005-01-26,Bank of Jamaica,GOJ,Guardian Life Insurance Company,SURREY PAVING & AGGREGATE CO. LTD,7144749.0,GOJ Funding
4928,2005-01-26,Ministry of Water and Housing,GOJ,Laidmar Irrigation Company Limited,SURREY PAVING & AGGREGATE CO. LTD,4028350.0,GOJ Funding
4929,2005-01-19,Development Bank of Jamaica Limited,GOJ,Tankweld Construction Limited,SURREY PAVING & AGGREGATE CO. LTD,11700000.0,GOJ Funding
4930,2005-01-19,Urban Development Corporation,GOJ,Jamaica Microfilm Incorporated Company Limited,SURREY PAVING & AGGREGATE CO. LTD,8923332.0,GOJ Funding
4931,2005-01-19,Ministry of Finance and Planning,GOJ,Moore Business Forms Caribbean Limited,SURREY PAVING & AGGREGATE CO. LTD,8744000.0,GOJ Funding
4932,2005-01-19,National Water Commission,GOJ,FiWi Corporation Limited,SURREY PAVING & AGGREGATE CO. LTD,14112160.0,GOJ Funding
4933,2005-01-19,Jamaica Social Investment Fund,GOJ,Howard Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,6442680.0,GOJ Funding
4934,2005-01-19,Jamaica Social Investment Fund,GOJ,W.A. Reid Construction Company limited,SURREY PAVING & AGGREGATE CO. LTD,11328142.6,GOJ Funding
4935,2005-01-19,Jamaica Social Investment Fund,GOJ,Terracon Engineering Ltd.,SURREY PAVING & AGGREGATE CO. LTD,4141980.0,GOJ Funding
4936,2005-01-12,Urban Development Corporation,GOJ,B.W. Thompson & Associates Limited,SURREY PAVING & AGGREGATE CO. LTD,9391179.0,GOJ Funding
4937,2005-01-12,"Agricultural Support Services Project, Ministry of Agricultural",GOJ,B.W. Thompson & Associates Limited,SURREY PAVING & AGGREGATE CO. LTD,13000000.0,GOJ Funding
4938,2005-01-12,"Ministry of Education, Youth &Culture",GOJ,Eniath's Printing Services Limited,SURREY PAVING & AGGREGATE CO. LTD,60000000.0,GOJ Funding
4939,2005-01-12,Ministry of Water and Housing,GOJ,Florida Aquastore,SURREY PAVING & AGGREGATE CO. LTD,16661694.0,GOJ Funding
4940,2005-01-12,Ministry of Finance and Planning,GOJ,Petroleum Company of Jamaica,SURREY PAVING & AGGREGATE CO. LTD,204591640.0,GOJ Funding
4941,2005-01-12,Jamaica Defence Force,GOJ,Kingston Industrial Agencies,SURREY PAVING & AGGREGATE CO. LTD,17379387.52,GOJ Funding
4942,2005-01-05,The Port Authority of Jamaica,GOJ,ADeB Consultants Limited,SURREY PAVING & AGGREGATE CO. LTD,73640647.68,GOJ Funding
4943,2005-01-05,HEART Trust/National Training Agency,GOJ,21st Century Building Services Limited,SURREY PAVING & AGGREGATE CO. LTD,12500000.0,GOJ Funding
4944,2005-01-05,The Port Authority of Jamaica,GOJ,Deryck A. Gibson Limited,SURREY PAVING & AGGREGATE CO. LTD,31929549.44,GOJ Funding
4945,2004-12-15,National Water Commission,GOJ,Stewart Auto Sales Ltd,SURREY PAVING & AGGREGATE CO. LTD,14612277.74,GOJ Funding
4946,2004-12-15,Ministry of National Security,GOJ,SAGEM SA [Ian K (Agencies) Ltd],SURREY PAVING & AGGREGATE CO. LTD,223278500.0,GOJ Funding
4947,2004-12-08,Ministry of Finance & Planning,GOJ,SHELL CO (WI) LTD,SURREY PAVING & AGGREGATE CO. LTD,745285800.0,GOJ Funding
4948,2004-12-08,Ministry of Finance & Planning,GOJ,RMP & ASSOCIATES LTD,SURREY PAVING & AGGREGATE CO. LTD,16699500.0,GOJ Funding
4949,2004-12-08,Jamaica Social Investment Fund,GOJ,D Bisasor & Associates Ltd,SURREY PAVING & AGGREGATE CO. LTD,8540647.0,GOJ Funding
4950,2004-12-08,Ministry of Transport & Works,GOJ,Fujitsu Transaction Solutions (Jamaica ) Ltd,SURREY PAVING & AGGREGATE CO. LTD,7155640.0,GOJ Funding
4951,2004-12-01,Ministry of Education Youth & Culture,GOJ,JUAREZ & ASSOCIATES,SURREY PAVING & AGGREGATE CO. LTD,29818812.13,GOJ Funding
4952,2004-12-01,Ministry of Education Youth & Culture School Feeding Programme,GOJ,T Geddes Grant Ltd,SURREY PAVING & AGGREGATE CO. LTD,28176851.0,GOJ Funding
4953,2004-12-01,Ministry of Education Youth & Culture School Feeding Programme,GOJ,Grace Kennedy & Company Limited,SURREY PAVING & AGGREGATE CO. LTD,1676000.0,GOJ Funding
4954,2004-12-01,Ministry of Education Youth & Culture School Feeding Programme,GOJ,Beta Milk Company Limited,SURREY PAVING & AGGREGATE CO. LTD,12286764.0,GOJ Funding
4955,2004-11-25,Ministry of Education Youth & Culture,GOJ,Jamaica Computer Society Education Fund/Infoserv Institute of Technology,SURREY PAVING & AGGREGATE CO. LTD,8978550.0,GOJ Funding
4956,2004-11-25,"Ministry of Health HIV/AIDS Treatment , Prevention & Policy Project",GOJ,ROCHE DIAGNOSTICS DIVISION ( GUATEMALA),SURREY PAVING & AGGREGATE CO. LTD,10970460.0,GOJ Funding
4957,2004-11-25,"Ministry of Health HIV/AIDS Treatment , Prevention & Policy Project",GOJ,HETERO DRUGS LTD (INDIA),SURREY PAVING & AGGREGATE CO. LTD,9147330.7,GOJ Funding
4958,2004-11-25,Ministry of Justice,GOJ,IBM WORLD TRADE CORPORATION,SURREY PAVING & AGGREGATE CO. LTD,1578635.51,GOJ Funding
4959,2004-11-25,Ministry of Justice,GOJ,IBM WORLD TRADE CORPORATION,SURREY PAVING & AGGREGATE CO. LTD,6966211.11,GOJ Funding
4960,2004-11-25,Jamaica Social Investment Fund,GOJ,GABE DESIGNER & CONTRACTORS LTD,SURREY PAVING & AGGREGATE CO. LTD,6.74,GOJ Funding
4961,2004-11-25,Jamaica Social Investment Fund,GOJ,DILCON CONSTRUCTION LTD,SURREY PAVING & AGGREGATE CO. LTD,8091956.86,GOJ Funding
4962,2004-11-22,National Housing Development Corporation Ltd,GOJ,Progressive Insurance Brokers,SURREY PAVING & AGGREGATE CO. LTD,57536174.0,GOJ Funding
4963,2004-11-18,Ministry of Local Government Community Development & Sport,GOJ,Seematt Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,8984910.0,GOJ Funding
4964,2004-11-18,Financial Services Commission,GOJ,Deloitte Touche Tohmatsu,SURREY PAVING & AGGREGATE CO. LTD,12396000.0,GOJ Funding
4965,2004-11-17,National Housing Trust,GOJ,D. R Foote Company Ltd,SURREY PAVING & AGGREGATE CO. LTD,21037019.0,GOJ Funding
4966,2004-11-11,National Water Commission,GOJ,Marathon Insurance Brokers Limited / UGI,SURREY PAVING & AGGREGATE CO. LTD,97219000.0,GOJ Funding
4967,2004-11-11,Ministry of Water & Housing,GOJ,Jamaica Ultimate Tyre Company,SURREY PAVING & AGGREGATE CO. LTD,21001621.2,GOJ Funding
4968,2004-11-11,Ministry of Water & Housing,GOJ,KPMG Peat Marwick and Partners,SURREY PAVING & AGGREGATE CO. LTD,14200000.0,GOJ Funding
4969,2004-11-11,Jamaica Cricket 2007 Limited- Office of the Prime Minister,GOJ,"Bouygues, Batiment International",SURREY PAVING & AGGREGATE CO. LTD,1442894400.0,GOJ Funding
4970,2004-11-11,Jamaica Cricket 2007 Limited- Office of the Prime Minister,GOJ,Ashtrom Building Systems Limited,SURREY PAVING & AGGREGATE CO. LTD,1153018155.0,GOJ Funding
4971,2004-11-11,The Port Authority of Jamaica,GOJ,Pavement & Structures Ltd,SURREY PAVING & AGGREGATE CO. LTD,31125010.2,GOJ Funding
4972,2004-11-10,Ministry of Water & Housing,GOJ,Laidmar Irrigation Company Limited,SURREY PAVING & AGGREGATE CO. LTD,8050300.0,GOJ Funding
4973,2004-11-04,Ministry of National Security,GOJ,Stewart Auto Sales Ltd,SURREY PAVING & AGGREGATE CO. LTD,151876867.0,GOJ Funding
4974,2004-11-04,"Ministry of Education, Youth & Culture National Centre for Youth Development",GOJ,Ricardo Chin Production Services,SURREY PAVING & AGGREGATE CO. LTD,5993500.0,GOJ Funding
4975,2004-10-27,Ministry of Health CD4 Machine,GOJ,Becton Dickinson & Co,SURREY PAVING & AGGREGATE CO. LTD,12522600.0,GOJ Funding
4976,2004-10-27,"Ministry of Health HIV/AIDS Treament, Prevention & Policy Project",GOJ,"Merck, Sharp & Dohme",SURREY PAVING & AGGREGATE CO. LTD,10642286.16,GOJ Funding
4977,2004-10-27,Financial Institutions Services Ltd,GOJ,JV-Fire Safety & Mechanical Services Ltd & Jamaica Fire Equipment Ltd,SURREY PAVING & AGGREGATE CO. LTD,5294750.13,GOJ Funding
4978,2004-10-27,National Works Agency,GOJ,Vehicles & Supplies Ltd,SURREY PAVING & AGGREGATE CO. LTD,7959002.0,GOJ Funding
4979,2004-10-27,Ministry of Local Government Community Development & Sport,GOJ,Construction Solutions Limited,SURREY PAVING & AGGREGATE CO. LTD,7358196.0,GOJ Funding
4980,2004-10-21,Ministry of Local Government Community Development & Sport,GOJ,Seematt Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,13230060.0,GOJ Funding
4981,2004-10-21,Ministry of Local Government Community Development & Sport,GOJ,Ronham & Associates Limited,SURREY PAVING & AGGREGATE CO. LTD,7979700.0,GOJ Funding
4982,2004-10-21,Ministry of Local Government Community Development & Sport,GOJ,Asphlating Specialists Ltd,SURREY PAVING & AGGREGATE CO. LTD,14079168.07,GOJ Funding
4983,2004-10-21,National Water Commission,GOJ,SOGEA-SATOM,SURREY PAVING & AGGREGATE CO. LTD,1354827106.0,GOJ Funding
4984,2004-10-21,National Water Commission,GOJ,SOGEA-SATOM,SURREY PAVING & AGGREGATE CO. LTD,836872433.4,GOJ Funding
4985,2004-10-21,National Water Commission,GOJ,Interactive Voice Solutions Ltd,SURREY PAVING & AGGREGATE CO. LTD,5520966.98,GOJ Funding
4986,2004-10-21,Heart Trust/ National Training Agency,GOJ,Fidelity Motors Limited,SURREY PAVING & AGGREGATE CO. LTD,5115646.9,GOJ Funding
4987,2004-10-14,Petrojam Limited,GOJ,Magnus Carrier Corp,SURREY PAVING & AGGREGATE CO. LTD,11409480.0,GOJ Funding
4988,2004-10-14,Shortwood Teachers College,GOJ,B & H Structures Ltd.,SURREY PAVING & AGGREGATE CO. LTD,48792307.72,GOJ Funding
